"STATISTIC Label","Quarter","Eircode Output","UNIT","VALUE"
"New Dwelling Completion","2015Q3","V42: Newcastle West","Number","1"
"New Dwelling Completion","2015Q3","V92: Tralee","Number","19"
"New Dwelling Completion","2015Q3","V93: Killarney","Number","31"
"New Dwelling Completion","2015Q3","V94: Limerick","Number","64"
"New Dwelling Completion","2015Q3","V95: Ennis","Number","22"
"New Dwelling Completion","2015Q3","W12: Newbridge","Number","5"
"New Dwelling Completion","2015Q3","W23: Celbridge","Number","62"
"New Dwelling Completion","2015Q3","W34: Monasterevin","Number","4"
"New Dwelling Completion","2015Q3","W91: Naas","Number","96"
"New Dwelling Completion","2015Q3","X35: Dungarvan","Number","7"
"New Dwelling Completion","2015Q3","X42: Kilmacthomas","Number","2"
"New Dwelling Completion","2015Q3","X91: Waterford","Number","85"
"New Dwelling Completion","2015Q3","Y14: Arklow","Number","5"
"New Dwelling Completion","2015Q3","Y21: Enniscorthy","Number","20"
"New Dwelling Completion","2015Q3","Y25: Gorey","Number","17"
"New Dwelling Completion","2015Q3","Y34: New Ross","Number","3"
"New Dwelling Completion","2015Q3","Y35: Wexford","Number","28"
"New Dwelling Completion","2015Q4","All","Number","2245"
"New Dwelling Completion","2015Q4","A41: Ballyboughal","Number","3"
"New Dwelling Completion","2015Q4","A42: Garristown","Number","2"
"New Dwelling Completion","2015Q4","A45: Oldtown","Number","0"
"New Dwelling Completion","2015Q4","A63: Greystones","Number","37"
"New Dwelling Completion","2015Q4","A67: Wicklow","Number","14"
"New Dwelling Completion","2015Q4","A75: Castleblaney","Number","13"
"New Dwelling Completion","2015Q4","A81: Carrickmacross","Number","6"
"New Dwelling Completion","2015Q4","A82: Kells","Number","26"
"New Dwelling Completion","2015Q4","A83: Enfield","Number","4"
"New Dwelling Completion","2015Q4","A84: Ashbourne","Number","18"
"New Dwelling Completion","2015Q4","A85: Dunshaughlin","Number","17"
"New Dwelling Completion","2015Q4","A86: Dunboyne","Number","1"
"New Dwelling Completion","2015Q4","A91: Dundalk","Number","22"
"New Dwelling Completion","2015Q4","A92: Drogheda","Number","50"
"New Dwelling Completion","2015Q4","A94: Blackrock","Number","2"
"New Dwelling Completion","2015Q4","A96: Glenageary","Number","33"
"New Dwelling Completion","2015Q4","A98: Bray","Number","20"
"New Dwelling Completion","2015Q4","C15: Navan","Number","23"
"New Dwelling Completion","2015Q4","D01: Dublin 1","Number","10"
"New Dwelling Completion","2015Q4","D02: Dublin 2","Number","3"
"New Dwelling Completion","2015Q4","D03: Dublin 3","Number","6"
"New Dwelling Completion","2015Q4","D04: Dublin 4","Number","14"
"New Dwelling Completion","2015Q4","D05: Dublin 5","Number","6"
"New Dwelling Completion","2015Q4","D06: Dublin 6","Number","19"
"New Dwelling Completion","2015Q4","D07: Dublin 7","Number","6"
"New Dwelling Completion","2015Q4","D08: Dublin 8","Number","15"
"New Dwelling Completion","2015Q4","D09: Dublin 9","Number","19"
"New Dwelling Completion","2015Q4","D10: Dublin 10","Number","0"
"New Dwelling Completion","2015Q4","D11: Dublin 11","Number","13"
"New Dwelling Completion","2015Q4","D12: Dublin 12","Number","5"
"New Dwelling Completion","2015Q4","D13: Dublin 13","Number","94"
"New Dwelling Completion","2015Q4","D14: Dublin 14","Number","13"
"New Dwelling Completion","2015Q4","D15: Dublin 15","Number","109"
"New Dwelling Completion","2015Q4","D16: Dublin 16","Number","15"
"New Dwelling Completion","2015Q4","D17: Dublin 17","Number","0"
"New Dwelling Completion","2015Q4","D18: Dublin 18","Number","38"
"New Dwelling Completion","2015Q4","D20: Dublin 20","Number","2"
"New Dwelling Completion","2015Q4","D22: Dublin 22","Number","3"
"New Dwelling Completion","2015Q4","D24: Dublin 24","Number","42"
"New Dwelling Completion","2015Q4","D6W: Dublin 6W","Number","3"
"New Dwelling Completion","2015Q4","E21: Cahir","Number","2"
"New Dwelling Completion","2015Q4","E25: Cashel","Number","4"
"New Dwelling Completion","2015Q4","E32: Carrick-on-Suir","Number","3"
"New Dwelling Completion","2015Q4","E34: Tipperary","Number","7"
"New Dwelling Completion","2015Q4","E41: Thurles","Number","9"
"New Dwelling Completion","2015Q4","E45: Nenagh","Number","9"
"New Dwelling Completion","2015Q4","E53: Roscrea","Number","5"
"New Dwelling Completion","2015Q4","E91: Clonmel","Number","16"
"New Dwelling Completion","2015Q4","F12: Claremorris","Number","11"
"New Dwelling Completion","2015Q4","F23: Castlebar","Number","8"
"New Dwelling Completion","2015Q4","F26: Ballina","Number","22"
"New Dwelling Completion","2015Q4","F28: Westport","Number","10"
"New Dwelling Completion","2015Q4","F31: Ballinrobe","Number","3"
"New Dwelling Completion","2015Q4","F35: Ballyhaunis","Number","3"
"New Dwelling Completion","2015Q4","F42: Roscommon","Number","5"
"New Dwelling Completion","2015Q4","F45: Castlerea","Number","5"
"New Dwelling Completion","2015Q4","F52: Boyle","Number","0"
"New Dwelling Completion","2015Q4","F56: Ballymote","Number","1"
"New Dwelling Completion","2015Q4","F91: Sligo","Number","24"
"New Dwelling Completion","2015Q4","F92: Letterkenny","Number","26"
"New Dwelling Completion","2015Q4","F93: Lifford","Number","32"
"New Dwelling Completion","2015Q4","F94: Donegal","Number","11"
"New Dwelling Completion","2015Q4","H12: Cavan","Number","15"
"New Dwelling Completion","2015Q4","H14: Belturbet","Number","4"
"New Dwelling Completion","2015Q4","H16: Cootehill","Number","3"
"New Dwelling Completion","2015Q4","H18: Monaghan","Number","12"
"New Dwelling Completion","2015Q4","H23: Clones","Number","15"
"New Dwelling Completion","2015Q4","H53: Ballinasloe","Number","20"
"New Dwelling Completion","2015Q4","H54: Tuam","Number","14"
"New Dwelling Completion","2015Q4","H62: Loughrea","Number","6"
"New Dwelling Completion","2015Q4","H65: Athenry","Number","6"
"New Dwelling Completion","2015Q4","H71: Clifden","Number","1"
"New Dwelling Completion","2015Q4","H91: Galway","Number","68"
"New Dwelling Completion","2015Q4","K32: Balbriggan","Number","11"
"New Dwelling Completion","2015Q4","K34: Skerries","Number","19"
"New Dwelling Completion","2015Q4","K36: Malahide","Number","70"
"New Dwelling Completion","2015Q4","K45: Lusk","Number","7"
"New Dwelling Completion","2015Q4","K56: Rush","Number","7"
"New Dwelling Completion","2015Q4","K67: Swords","Number","56"
"New Dwelling Completion","2015Q4","K78: Lucan","Number","24"
"New Dwelling Completion","2015Q4","N37: Athlone","Number","20"
"New Dwelling Completion","2015Q4","N39: Longford","Number","13"
"New Dwelling Completion","2015Q4","N41: Carrick-on-Shannon","Number","14"
"New Dwelling Completion","2015Q4","N91: Mullingar","Number","18"
"New Dwelling Completion","2015Q4","P12: Macroom","Number","5"
"New Dwelling Completion","2015Q4","P14: Crookstown","Number","0"
"New Dwelling Completion","2015Q4","P17: Kinsale","Number","4"
"New Dwelling Completion","2015Q4","P24: Cobh","Number","2"
"New Dwelling Completion","2015Q4","P25: Midleton","Number","14"
"New Dwelling Completion","2015Q4","P31: Ballincollig","Number","20"
"New Dwelling Completion","2015Q4","P32: Rylane","Number","3"
"New Dwelling Completion","2015Q4","P36: Youghal","Number","3"
"New Dwelling Completion","2015Q4","P43: Carrigaline","Number","14"
"New Dwelling Completion","2015Q4","P47: Dunmanway","Number","8"
"New Dwelling Completion","2015Q4","P51: Mallow","Number","18"
"New Dwelling Completion","2015Q4","P56: Charleville","Number","1"
"New Dwelling Completion","2015Q4","P61: Fermoy","Number","5"
"New Dwelling Completion","2015Q4","P67: Mitchelstown","Number","3"
"New Dwelling Completion","2015Q4","P72: Bandon","Number","11"
"New Dwelling Completion","2015Q4","P75: Bantry","Number","11"
"New Dwelling Completion","2015Q4","P81: Skibbereen","Number","16"
"New Dwelling Completion","2015Q4","P85: Clonakilty","Number","10"
"New Dwelling Completion","2015Q4","R14: Athy","Number","4"
"New Dwelling Completion","2015Q4","R21: Mhuine Bheag","Number","7"
"New Dwelling Completion","2015Q4","R32: Portlaoise","Number","20"
"New Dwelling Completion","2015Q4","R35: Tullamore","Number","8"
"New Dwelling Completion","2015Q4","R42: Birr","Number","7"
"New Dwelling Completion","2015Q4","R45: Edenderry","Number","1"
"New Dwelling Completion","2015Q4","R51: Kildare","Number","4"
"New Dwelling Completion","2015Q4","R56: Curragh","Number","4"
"New Dwelling Completion","2015Q4","R93: Carlow","Number","21"
"New Dwelling Completion","2015Q4","R95: Kilkenny","Number","32"
"New Dwelling Completion","2015Q4","T12: Cork Southside","Number","63"
"New Dwelling Completion","2015Q4","T23: Cork Northside","Number","39"
"New Dwelling Completion","2015Q4","T34: Carrignavar","Number","3"
"New Dwelling Completion","2015Q4","T45: Glanmire","Number","11"
"New Dwelling Completion","2015Q4","T56: Watergrasshill","Number","12"
"New Dwelling Completion","2015Q4","V14: Shannon","Number","1"
"New Dwelling Completion","2015Q4","V15: Kilrush","Number","3"
"New Dwelling Completion","2015Q4","V23: Caherciveen","Number","0"
"New Dwelling Completion","2015Q4","V31: Listowel","Number","4"
"New Dwelling Completion","2015Q4","V35: Kilmallock","Number","7"
"New Dwelling Completion","2015Q4","V42: Newcastle West","Number","11"
"New Dwelling Completion","2015Q4","V92: Tralee","Number","31"
"New Dwelling Completion","2015Q4","V93: Killarney","Number","27"
"New Dwelling Completion","2015Q4","V94: Limerick","Number","76"
"New Dwelling Completion","2015Q4","V95: Ennis","Number","31"
"New Dwelling Completion","2015Q4","W12: Newbridge","Number","10"
"New Dwelling Completion","2015Q4","W23: Celbridge","Number","72"
"New Dwelling Completion","2015Q4","W34: Monasterevin","Number","3"
"New Dwelling Completion","2015Q4","W91: Naas","Number","80"
"New Dwelling Completion","2015Q4","X35: Dungarvan","Number","10"
"New Dwelling Completion","2015Q4","X42: Kilmacthomas","Number","2"
"New Dwelling Completion","2015Q4","X91: Waterford","Number","30"
"New Dwelling Completion","2015Q4","Y14: Arklow","Number","1"
"New Dwelling Completion","2015Q4","Y21: Enniscorthy","Number","20"
"New Dwelling Completion","2015Q4","Y25: Gorey","Number","32"
"New Dwelling Completion","2015Q4","Y34: New Ross","Number","11"
"New Dwelling Completion","2015Q4","Y35: Wexford","Number","34"
"New Dwelling Completion","2016Q1","All","Number","1944"
"New Dwelling Completion","2016Q1","A41: Ballyboughal","Number","5"
"New Dwelling Completion","2016Q1","A42: Garristown","Number","1"
"New Dwelling Completion","2016Q1","A45: Oldtown","Number","1"
"New Dwelling Completion","2016Q1","A63: Greystones","Number","19"
"New Dwelling Completion","2016Q1","A67: Wicklow","Number","11"
"New Dwelling Completion","2016Q1","A75: Castleblaney","Number","7"
"New Dwelling Completion","2016Q1","A81: Carrickmacross","Number","2"
"New Dwelling Completion","2016Q1","A82: Kells","Number","19"
"New Dwelling Completion","2016Q1","A83: Enfield","Number","3"
"New Dwelling Completion","2016Q1","A84: Ashbourne","Number","22"
"New Dwelling Completion","2016Q1","A85: Dunshaughlin","Number","7"
"New Dwelling Completion","2016Q1","A86: Dunboyne","Number","8"
"New Dwelling Completion","2016Q1","A91: Dundalk","Number","23"
"New Dwelling Completion","2016Q1","A92: Drogheda","Number","34"
"New Dwelling Completion","2016Q1","A94: Blackrock","Number","6"
"New Dwelling Completion","2016Q1","A96: Glenageary","Number","48"
"New Dwelling Completion","2016Q1","A98: Bray","Number","20"
"New Dwelling Completion","2016Q1","C15: Navan","Number","20"
"New Dwelling Completion","2016Q1","D01: Dublin 1","Number","17"
"New Dwelling Completion","2016Q1","D02: Dublin 2","Number","24"
"New Dwelling Completion","2016Q1","D03: Dublin 3","Number","1"
"New Dwelling Completion","2016Q1","D04: Dublin 4","Number","4"
"New Dwelling Completion","2016Q1","D05: Dublin 5","Number","0"
"New Dwelling Completion","2016Q1","D06: Dublin 6","Number","12"
"New Dwelling Completion","2016Q1","D07: Dublin 7","Number","7"
"New Dwelling Completion","2016Q1","D08: Dublin 8","Number","3"
"New Dwelling Completion","2016Q1","D09: Dublin 9","Number","18"
"New Dwelling Completion","2016Q1","D10: Dublin 10","Number","0"
"New Dwelling Completion","2016Q1","D11: Dublin 11","Number","17"
"New Dwelling Completion","2016Q1","D12: Dublin 12","Number","1"
"New Dwelling Completion","2016Q1","D13: Dublin 13","Number","107"
"New Dwelling Completion","2016Q1","D14: Dublin 14","Number","12"
"New Dwelling Completion","2016Q1","D15: Dublin 15","Number","91"
"New Dwelling Completion","2016Q1","D16: Dublin 16","Number","17"
"New Dwelling Completion","2016Q1","D17: Dublin 17","Number","2"
"New Dwelling Completion","2016Q1","D18: Dublin 18","Number","209"
"New Dwelling Completion","2016Q1","D20: Dublin 20","Number","1"
"New Dwelling Completion","2016Q1","D22: Dublin 22","Number","7"
"New Dwelling Completion","2016Q1","D24: Dublin 24","Number","17"
"New Dwelling Completion","2016Q1","D6W: Dublin 6W","Number","15"
"New Dwelling Completion","2016Q1","E21: Cahir","Number","8"
"New Dwelling Completion","2016Q1","E25: Cashel","Number","2"
"New Dwelling Completion","2016Q1","E32: Carrick-on-Suir","Number","2"
"New Dwelling Completion","2016Q1","E34: Tipperary","Number","5"
"New Dwelling Completion","2016Q1","E41: Thurles","Number","6"
"New Dwelling Completion","2016Q1","E45: Nenagh","Number","6"
"New Dwelling Completion","2016Q1","E53: Roscrea","Number","1"
"New Dwelling Completion","2016Q1","E91: Clonmel","Number","3"
"New Dwelling Completion","2016Q1","F12: Claremorris","Number","8"
"New Dwelling Completion","2016Q1","F23: Castlebar","Number","7"
"New Dwelling Completion","2016Q1","F26: Ballina","Number","15"
"New Dwelling Completion","2016Q1","F28: Westport","Number","14"
"New Dwelling Completion","2016Q1","F31: Ballinrobe","Number","2"
"New Dwelling Completion","2016Q1","F35: Ballyhaunis","Number","1"
"New Dwelling Completion","2016Q1","F42: Roscommon","Number","5"
"New Dwelling Completion","2016Q1","F45: Castlerea","Number","6"
"New Dwelling Completion","2016Q1","F52: Boyle","Number","2"
"New Dwelling Completion","2016Q1","F56: Ballymote","Number","2"
"New Dwelling Completion","2016Q1","F91: Sligo","Number","8"
"New Dwelling Completion","2016Q1","F92: Letterkenny","Number","28"
"New Dwelling Completion","2016Q1","F93: Lifford","Number","10"
"New Dwelling Completion","2016Q1","F94: Donegal","Number","18"
"New Dwelling Completion","2016Q1","H12: Cavan","Number","6"
"New Dwelling Completion","2016Q1","H14: Belturbet","Number","2"
"New Dwelling Completion","2016Q1","H16: Cootehill","Number","0"
"New Dwelling Completion","2016Q1","H18: Monaghan","Number","10"
"New Dwelling Completion","2016Q1","H23: Clones","Number","0"
"New Dwelling Completion","2016Q1","H53: Ballinasloe","Number","8"
"New Dwelling Completion","2016Q1","H54: Tuam","Number","10"
"New Dwelling Completion","2016Q1","H62: Loughrea","Number","6"
"New Dwelling Completion","2016Q1","H65: Athenry","Number","9"
"New Dwelling Completion","2016Q1","H71: Clifden","Number","1"
"New Dwelling Completion","2016Q1","H91: Galway","Number","64"
"New Dwelling Completion","2016Q1","K32: Balbriggan","Number","15"
"New Dwelling Completion","2016Q1","K34: Skerries","Number","16"
"New Dwelling Completion","2016Q1","K36: Malahide","Number","43"
"New Dwelling Completion","2016Q1","K45: Lusk","Number","6"
"New Dwelling Completion","2016Q1","K56: Rush","Number","3"
"New Dwelling Completion","2016Q1","K67: Swords","Number","47"
"New Dwelling Completion","2016Q1","K78: Lucan","Number","18"
"New Dwelling Completion","2016Q1","N37: Athlone","Number","8"
"New Dwelling Completion","2016Q1","N39: Longford","Number","16"
"New Dwelling Completion","2016Q1","N41: Carrick-on-Shannon","Number","5"
"New Dwelling Completion","2016Q1","N91: Mullingar","Number","18"
"New Dwelling Completion","2016Q1","P12: Macroom","Number","5"
"New Dwelling Completion","2016Q1","P14: Crookstown","Number","2"
"New Dwelling Completion","2016Q1","P17: Kinsale","Number","3"
"New Dwelling Completion","2016Q1","P24: Cobh","Number","12"
"New Dwelling Completion","2016Q1","P25: Midleton","Number","9"
"New Dwelling Completion","2016Q1","P31: Ballincollig","Number","15"
"New Dwelling Completion","2016Q1","P32: Rylane","Number","2"
"New Dwelling Completion","2016Q1","P36: Youghal","Number","3"
