Routing Key,City,Month,Year,VALUE
E34,Tipperary,12,2023,18.0
E34,Tipperary,3,2024,10.0
E34,Tipperary,6,2024,16.0
E41,Thurles,3,2012,9.0
E41,Thurles,6,2012,10.0
E41,Thurles,9,2012,14.0
E41,Thurles,12,2012,9.0
E41,Thurles,3,2013,5.0
E41,Thurles,6,2013,5.0
E41,Thurles,9,2013,5.0
E41,Thurles,12,2013,11.0
E41,Thurles,3,2014,3.0
E41,Thurles,6,2014,6.0
E41,Thurles,9,2014,7.0
E41,Thurles,12,2014,11.0
E41,Thurles,3,2015,11.0
E41,Thurles,6,2015,10.0
E41,Thurles,9,2015,9.0
E41,Thurles,12,2015,9.0
E41,Thurles,3,2016,6.0
E41,Thurles,6,2016,11.0
E41,Thurles,9,2016,7.0
E41,Thurles,12,2016,6.0
E41,Thurles,3,2017,9.0
E41,Thurles,6,2017,12.0
E41,Thurles,9,2017,15.0
E41,Thurles,12,2017,14.0
E41,Thurles,3,2018,10.0
E41,Thurles,6,2018,15.0
E41,Thurles,9,2018,9.0
E41,Thurles,12,2018,28.0
E41,Thurles,3,2019,18.0
E41,Thurles,6,2019,23.0
E41,Thurles,9,2019,16.0
E41,Thurles,12,2019,16.0
E41,Thurles,3,2020,16.0
E41,Thurles,6,2020,16.0
E41,Thurles,9,2020,17.0
E41,Thurles,12,2020,25.0
E41,Thurles,3,2021,13.0
E41,Thurles,6,2021,17.0
E41,Thurles,9,2021,11.0
E41,Thurles,12,2021,32.0
E41,Thurles,3,2022,27.0
E41,Thurles,6,2022,19.0
E41,Thurles,9,2022,13.0
E41,Thurles,12,2022,67.0
E41,Thurles,3,2023,20.0
E41,Thurles,6,2023,28.0
E41,Thurles,9,2023,81.0
E41,Thurles,12,2023,17.0
E41,Thurles,3,2024,14.0
E41,Thurles,6,2024,21.0
E45,Nenagh,3,2012,8.0
E45,Nenagh,6,2012,3.0
E45,Nenagh,9,2012,14.0
E45,Nenagh,12,2012,6.0
E45,Nenagh,3,2013,7.0
E45,Nenagh,6,2013,10.0
E45,Nenagh,9,2013,7.0
E45,Nenagh,12,2013,10.0
E45,Nenagh,3,2014,9.0
E45,Nenagh,6,2014,3.0
E45,Nenagh,9,2014,12.0
E45,Nenagh,12,2014,8.0
E45,Nenagh,3,2015,6.0
E45,Nenagh,6,2015,6.0
E45,Nenagh,9,2015,9.0
E45,Nenagh,12,2015,9.0
E45,Nenagh,3,2016,6.0
E45,Nenagh,6,2016,7.0
E45,Nenagh,9,2016,9.0
E45,Nenagh,12,2016,9.0
E45,Nenagh,3,2017,6.0
E45,Nenagh,6,2017,7.0
E45,Nenagh,9,2017,10.0
E45,Nenagh,12,2017,15.0
E45,Nenagh,3,2018,4.0
E45,Nenagh,6,2018,5.0
E45,Nenagh,9,2018,9.0
E45,Nenagh,12,2018,7.0
E45,Nenagh,3,2019,10.0
E45,Nenagh,6,2019,13.0
E45,Nenagh,9,2019,13.0
E45,Nenagh,12,2019,8.0
E45,Nenagh,3,2020,9.0
E45,Nenagh,6,2020,5.0
E45,Nenagh,9,2020,11.0
E45,Nenagh,12,2020,13.0
E45,Nenagh,3,2021,9.0
E45,Nenagh,6,2021,13.0
E45,Nenagh,9,2021,11.0
E45,Nenagh,12,2021,37.0
E45,Nenagh,3,2022,12.0
E45,Nenagh,6,2022,25.0
E45,Nenagh,9,2022,13.0
E45,Nenagh,12,2022,20.0
E45,Nenagh,3,2023,25.0
E45,Nenagh,6,2023,22.0
E45,Nenagh,9,2023,8.0
E45,Nenagh,12,2023,25.0
E45,Nenagh,3,2024,16.0
E45,Nenagh,6,2024,17.0
E53,Roscrea,3,2012,14.0
E53,Roscrea,6,2012,1.0
E53,Roscrea,9,2012,5.0
E53,Roscrea,12,2012,7.0
E53,Roscrea,3,2013,1.0
E53,Roscrea,6,2013,2.0
E53,Roscrea,9,2013,1.0
E53,Roscrea,12,2013,3.0
E53,Roscrea,3,2014,2.0
E53,Roscrea,6,2014,2.0
E53,Roscrea,9,2014,1.0
E53,Roscrea,12,2014,1.0
E53,Roscrea,3,2015,5.0
E53,Roscrea,6,2015,0.0
E53,Roscrea,9,2015,5.0
E53,Roscrea,12,2015,5.0
E53,Roscrea,3,2016,1.0
E53,Roscrea,6,2016,4.0
E53,Roscrea,9,2016,2.0
E53,Roscrea,12,2016,4.0
E53,Roscrea,3,2017,2.0
E53,Roscrea,6,2017,3.0
E53,Roscrea,9,2017,9.0
E53,Roscrea,12,2017,3.0
E53,Roscrea,3,2018,9.0
E53,Roscrea,6,2018,2.0
E53,Roscrea,9,2018,3.0
E53,Roscrea,12,2018,5.0
E53,Roscrea,3,2019,3.0
E53,Roscrea,6,2019,6.0
E53,Roscrea,9,2019,2.0
E53,Roscrea,12,2019,7.0
E53,Roscrea,3,2020,1.0
E53,Roscrea,6,2020,5.0
E53,Roscrea,9,2020,8.0
E53,Roscrea,12,2020,6.0
E53,Roscrea,3,2021,3.0
E53,Roscrea,6,2021,2.0
E53,Roscrea,9,2021,11.0
E53,Roscrea,12,2021,0.0
E53,Roscrea,3,2022,4.0
E53,Roscrea,6,2022,2.0
E53,Roscrea,9,2022,6.0
E53,Roscrea,12,2022,16.0
E53,Roscrea,3,2023,4.0
E53,Roscrea,6,2023,7.0
E53,Roscrea,9,2023,6.0
E53,Roscrea,12,2023,6.0
E53,Roscrea,3,2024,6.0
E53,Roscrea,6,2024,5.0
E91,Clonmel,3,2012,6.0
E91,Clonmel,6,2012,3.0
E91,Clonmel,9,2012,8.0
E91,Clonmel,12,2012,11.0
E91,Clonmel,3,2013,6.0
E91,Clonmel,6,2013,12.0
E91,Clonmel,9,2013,7.0
E91,Clonmel,12,2013,6.0
E91,Clonmel,3,2014,5.0
E91,Clonmel,6,2014,9.0
E91,Clonmel,9,2014,6.0
E91,Clonmel,12,2014,3.0
E91,Clonmel,3,2015,3.0
E91,Clonmel,6,2015,9.0
E91,Clonmel,9,2015,7.0
E91,Clonmel,12,2015,16.0
E91,Clonmel,3,2016,3.0
E91,Clonmel,6,2016,6.0
E91,Clonmel,9,2016,10.0
E91,Clonmel,12,2016,13.0
E91,Clonmel,3,2017,7.0
E91,Clonmel,6,2017,7.0
E91,Clonmel,9,2017,2.0
E91,Clonmel,12,2017,13.0
E91,Clonmel,3,2018,9.0
E91,Clonmel,6,2018,6.0
E91,Clonmel,9,2018,6.0
E91,Clonmel,12,2018,15.0
E91,Clonmel,3,2019,15.0
E91,Clonmel,6,2019,22.0
E91,Clonmel,9,2019,10.0
E91,Clonmel,12,2019,16.0
E91,Clonmel,3,2020,21.0
E91,Clonmel,6,2020,25.0
E91,Clonmel,9,2020,17.0
E91,Clonmel,12,2020,9.0
E91,Clonmel,3,2021,7.0
E91,Clonmel,6,2021,5.0
E91,Clonmel,9,2021,10.0
E91,Clonmel,12,2021,15.0
E91,Clonmel,3,2022,6.0
E91,Clonmel,6,2022,21.0
E91,Clonmel,9,2022,15.0
E91,Clonmel,12,2022,35.0
E91,Clonmel,3,2023,33.0
E91,Clonmel,6,2023,23.0
E91,Clonmel,9,2023,16.0
E91,Clonmel,12,2023,38.0
E91,Clonmel,3,2024,17.0
E91,Clonmel,6,2024,69.0
F12,Claremorris,3,2012,9.0
F12,Claremorris,6,2012,12.0
F12,Claremorris,9,2012,9.0
F12,Claremorris,12,2012,9.0
F12,Claremorris,3,2013,10.0
F12,Claremorris,6,2013,16.0
F12,Claremorris,9,2013,6.0
F12,Claremorris,12,2013,44.0
F12,Claremorris,3,2014,11.0
F12,Claremorris,6,2014,11.0
F12,Claremorris,9,2014,13.0
F12,Claremorris,12,2014,13.0
F12,Claremorris,3,2015,11.0
F12,Claremorris,6,2015,15.0
F12,Claremorris,9,2015,15.0
F12,Claremorris,12,2015,11.0
F12,Claremorris,3,2016,8.0
F12,Claremorris,6,2016,5.0
F12,Claremorris,9,2016,12.0
F12,Claremorris,12,2016,17.0
F12,Claremorris,3,2017,7.0
F12,Claremorris,6,2017,13.0
F12,Claremorris,9,2017,6.0
F12,Claremorris,12,2017,10.0
F12,Claremorris,3,2018,12.0
F12,Claremorris,6,2018,19.0
F12,Claremorris,9,2018,18.0
F12,Claremorris,12,2018,16.0
F12,Claremorris,3,2019,8.0
F12,Claremorris,6,2019,13.0
F12,Claremorris,9,2019,14.0
F12,Claremorris,12,2019,17.0
F12,Claremorris,3,2020,18.0
F12,Claremorris,6,2020,14.0
F12,Claremorris,9,2020,37.0
F12,Claremorris,12,2020,15.0
F12,Claremorris,3,2021,17.0
F12,Claremorris,6,2021,13.0
F12,Claremorris,9,2021,11.0
F12,Claremorris,12,2021,21.0
F12,Claremorris,3,2022,16.0
F12,Claremorris,6,2022,29.0
F12,Claremorris,9,2022,29.0
F12,Claremorris,12,2022,16.0
F12,Claremorris,3,2023,40.0
F12,Claremorris,6,2023,31.0
F12,Claremorris,9,2023,45.0
F12,Claremorris,12,2023,36.0
F12,Claremorris,3,2024,19.0
F12,Claremorris,6,2024,30.0
F23,Castlebar,3,2012,3.0
F23,Castlebar,6,2012,5.0
F23,Castlebar,9,2012,4.0
F23,Castlebar,12,2012,3.0
F23,Castlebar,3,2013,6.0
F23,Castlebar,6,2013,3.0
F23,Castlebar,9,2013,11.0
F23,Castlebar,12,2013,7.0
F23,Castlebar,3,2014,2.0
F23,Castlebar,6,2014,4.0
F23,Castlebar,9,2014,6.0
F23,Castlebar,12,2014,8.0
F23,Castlebar,3,2015,3.0
F23,Castlebar,6,2015,5.0
F23,Castlebar,9,2015,6.0
F23,Castlebar,12,2015,8.0
F23,Castlebar,3,2016,7.0
F23,Castlebar,6,2016,11.0
F23,Castlebar,9,2016,9.0
F23,Castlebar,12,2016,12.0
F23,Castlebar,3,2017,4.0
F23,Castlebar,6,2017,8.0
F23,Castlebar,9,2017,14.0
F23,Castlebar,12,2017,7.0
F23,Castlebar,3,2018,10.0
F23,Castlebar,6,2018,7.0
F23,Castlebar,9,2018,14.0
F23,Castlebar,12,2018,14.0
F23,Castlebar,3,2019,20.0
F23,Castlebar,6,2019,19.0
F23,Castlebar,9,2019,23.0
F23,Castlebar,12,2019,30.0
F23,Castlebar,3,2020,26.0
F23,Castlebar,6,2020,9.0
F23,Castlebar,9,2020,25.0
F23,Castlebar,12,2020,19.0
F23,Castlebar,3,2021,11.0
F23,Castlebar,6,2021,19.0
F23,Castlebar,9,2021,23.0
F23,Castlebar,12,2021,31.0
F23,Castlebar,3,2022,28.0
F23,Castlebar,6,2022,25.0
F23,Castlebar,9,2022,35.0
F23,Castlebar,12,2022,32.0
F23,Castlebar,3,2023,13.0
F23,Castlebar,6,2023,20.0
F23,Castlebar,9,2023,23.0
F23,Castlebar,12,2023,45.0
F23,Castlebar,3,2024,24.0
F23,Castlebar,6,2024,21.0
F26,Ballina,3,2012,21.0
F26,Ballina,6,2012,19.0
F26,Ballina,9,2012,23.0
F26,Ballina,12,2012,24.0
F26,Ballina,3,2013,14.0
F26,Ballina,6,2013,17.0
F26,Ballina,9,2013,9.0
F26,Ballina,12,2013,20.0
F26,Ballina,3,2014,15.0
F26,Ballina,6,2014,17.0
F26,Ballina,9,2014,12.0
F26,Ballina,12,2014,21.0
F26,Ballina,3,2015,13.0
F26,Ballina,6,2015,11.0
F26,Ballina,9,2015,18.0
F26,Ballina,12,2015,22.0
F26,Ballina,3,2016,15.0
F26,Ballina,6,2016,17.0
F26,Ballina,9,2016,24.0
F26,Ballina,12,2016,15.0
F26,Ballina,3,2017,15.0
F26,Ballina,6,2017,30.0
F26,Ballina,9,2017,16.0
F26,Ballina,12,2017,16.0
F26,Ballina,3,2018,23.0
F26,Ballina,6,2018,19.0
F26,Ballina,9,2018,16.0
F26,Ballina,12,2018,27.0
F26,Ballina,3,2019,22.0
F26,Ballina,6,2019,27.0
F26,Ballina,9,2019,28.0
F26,Ballina,12,2019,45.0
F26,Ballina,3,2020,26.0
F26,Ballina,6,2020,14.0
F26,Ballina,9,2020,36.0
F26,Ballina,12,2020,44.0
F26,Ballina,3,2021,20.0
F26,Ballina,6,2021,41.0
F26,Ballina,9,2021,28.0
F26,Ballina,12,2021,41.0
F26,Ballina,3,2022,31.0
F26,Ballina,6,2022,28.0
F26,Ballina,9,2022,34.0
F26,Ballina,12,2022,49.0
F26,Ballina,3,2023,29.0
F26,Ballina,6,2023,51.0
F26,Ballina,9,2023,29.0
F26,Ballina,12,2023,32.0
F26,Ballina,3,2024,22.0
F26,Ballina,6,2024,45.0
F28,Westport,3,2012,10.0
F28,Westport,6,2012,17.0
F28,Westport,9,2012,17.0
F28,Westport,12,2012,14.0
F28,Westport,3,2013,7.0
F28,Westport,6,2013,9.0
F28,Westport,9,2013,8.0
F28,Westport,12,2013,11.0
F28,Westport,3,2014,8.0
F28,Westport,6,2014,14.0
F28,Westport,9,2014,11.0
F28,Westport,12,2014,10.0
F28,Westport,3,2015,7.0
F28,Westport,6,2015,11.0
F28,Westport,9,2015,24.0
F28,Westport,12,2015,10.0
F28,Westport,3,2016,14.0
F28,Westport,6,2016,15.0
F28,Westport,9,2016,25.0
F28,Westport,12,2016,43.0
F28,Westport,3,2017,10.0
F28,Westport,6,2017,19.0
F28,Westport,9,2017,14.0
F28,Westport,12,2017,32.0
F28,Westport,3,2018,23.0
F28,Westport,6,2018,17.0
F28,Westport,9,2018,28.0
F28,Westport,12,2018,29.0
F28,Westport,3,2019,40.0
F28,Westport,6,2019,25.0
F28,Westport,9,2019,22.0
F28,Westport,12,2019,45.0
F28,Westport,3,2020,37.0
F28,Westport,6,2020,15.0
F28,Westport,9,2020,18.0
F28,Westport,12,2020,20.0
F28,Westport,3,2021,11.0
F28,Westport,6,2021,17.0
F28,Westport,9,2021,24.0
F28,Westport,12,2021,24.0
F28,Westport,3,2022,19.0
F28,Westport,6,2022,30.0
F28,Westport,9,2022,19.0
F28,Westport,12,2022,24.0
F28,Westport,3,2023,22.0
F28,Westport,6,2023,30.0
F28,Westport,9,2023,21.0
F28,Westport,12,2023,23.0
F28,Westport,3,2024,14.0
F28,Westport,6,2024,57.0
F31,Ballinrobe,3,2012,0.0
F31,Ballinrobe,6,2012,1.0
F31,Ballinrobe,9,2012,3.0
F31,Ballinrobe,12,2012,2.0
F31,Ballinrobe,3,2013,3.0
F31,Ballinrobe,6,2013,1.0
F31,Ballinrobe,9,2013,8.0
F31,Ballinrobe,12,2013,3.0
F31,Ballinrobe,3,2014,3.0
F31,Ballinrobe,6,2014,2.0
F31,Ballinrobe,9,2014,1.0
F31,Ballinrobe,12,2014,2.0
F31,Ballinrobe,3,2015,1.0
F31,Ballinrobe,6,2015,0.0
F31,Ballinrobe,9,2015,4.0
F31,Ballinrobe,12,2015,3.0
F31,Ballinrobe,3,2016,2.0
F31,Ballinrobe,6,2016,2.0
F31,Ballinrobe,9,2016,0.0
F31,Ballinrobe,12,2016,5.0
F31,Ballinrobe,3,2017,2.0
F31,Ballinrobe,6,2017,5.0
F31,Ballinrobe,9,2017,5.0
F31,Ballinrobe,12,2017,6.0
F31,Ballinrobe,3,2018,3.0
F31,Ballinrobe,6,2018,3.0
F31,Ballinrobe,9,2018,3.0
F31,Ballinrobe,12,2018,9.0
F31,Ballinrobe,3,2019,1.0
F31,Ballinrobe,6,2019,3.0
F31,Ballinrobe,9,2019,5.0
F31,Ballinrobe,12,2019,23.0
F31,Ballinrobe,3,2020,7.0
F31,Ballinrobe,6,2020,1.0
F31,Ballinrobe,9,2020,2.0
F31,Ballinrobe,12,2020,9.0
F31,Ballinrobe,3,2021,1.0
F31,Ballinrobe,6,2021,3.0
F31,Ballinrobe,9,2021,3.0
F31,Ballinrobe,12,2021,6.0
F31,Ballinrobe,3,2022,3.0
F31,Ballinrobe,6,2022,4.0
F31,Ballinrobe,9,2022,6.0
F31,Ballinrobe,12,2022,0.0
F31,Ballinrobe,3,2023,3.0
F31,Ballinrobe,6,2023,3.0
F31,Ballinrobe,9,2023,2.0
F31,Ballinrobe,12,2023,6.0
F31,Ballinrobe,3,2024,1.0
F31,Ballinrobe,6,2024,11.0
F35,Ballyhaunis,3,2012,2.0
F35,Ballyhaunis,6,2012,5.0
F35,Ballyhaunis,9,2012,2.0
F35,Ballyhaunis,12,2012,1.0
F35,Ballyhaunis,3,2013,0.0
F35,Ballyhaunis,6,2013,1.0
F35,Ballyhaunis,9,2013,4.0
F35,Ballyhaunis,12,2013,3.0
F35,Ballyhaunis,3,2014,0.0
F35,Ballyhaunis,6,2014,3.0
F35,Ballyhaunis,9,2014,4.0
F35,Ballyhaunis,12,2014,1.0
F35,Ballyhaunis,3,2015,2.0
F35,Ballyhaunis,6,2015,4.0
F35,Ballyhaunis,9,2015,1.0
F35,Ballyhaunis,12,2015,3.0
F35,Ballyhaunis,3,2016,1.0
F35,Ballyhaunis,6,2016,4.0
F35,Ballyhaunis,9,2016,2.0
F35,Ballyhaunis,12,2016,1.0
F35,Ballyhaunis,3,2017,1.0
F35,Ballyhaunis,6,2017,0.0
F35,Ballyhaunis,9,2017,4.0
F35,Ballyhaunis,12,2017,3.0
F35,Ballyhaunis,3,2018,0.0
F35,Ballyhaunis,6,2018,1.0
F35,Ballyhaunis,9,2018,5.0
F35,Ballyhaunis,12,2018,2.0
F35,Ballyhaunis,3,2019,1.0
F35,Ballyhaunis,6,2019,0.0
F35,Ballyhaunis,9,2019,4.0
F35,Ballyhaunis,12,2019,9.0
F35,Ballyhaunis,3,2020,12.0
F35,Ballyhaunis,6,2020,5.0
F35,Ballyhaunis,9,2020,11.0
F35,Ballyhaunis,12,2020,7.0
F35,Ballyhaunis,3,2021,3.0
F35,Ballyhaunis,6,2021,6.0
F35,Ballyhaunis,9,2021,3.0
F35,Ballyhaunis,12,2021,1.0
F35,Ballyhaunis,3,2022,2.0
F35,Ballyhaunis,6,2022,3.0
F35,Ballyhaunis,9,2022,5.0
F35,Ballyhaunis,12,2022,4.0
F35,Ballyhaunis,3,2023,3.0
F35,Ballyhaunis,6,2023,7.0
F35,Ballyhaunis,9,2023,1.0
F35,Ballyhaunis,12,2023,2.0
F35,Ballyhaunis,3,2024,1.0
F35,Ballyhaunis,6,2024,5.0
F42,Roscommon,3,2012,4.0
F42,Roscommon,6,2012,11.0
F42,Roscommon,9,2012,9.0
F42,Roscommon,12,2012,5.0
F42,Roscommon,3,2013,9.0
F42,Roscommon,6,2013,5.0
F42,Roscommon,9,2013,9.0
F42,Roscommon,12,2013,6.0
F42,Roscommon,3,2014,6.0
F42,Roscommon,6,2014,3.0
F42,Roscommon,9,2014,6.0
F42,Roscommon,12,2014,3.0
F42,Roscommon,3,2015,2.0
F42,Roscommon,6,2015,9.0
F42,Roscommon,9,2015,6.0
F42,Roscommon,12,2015,5.0
F42,Roscommon,3,2016,5.0
F42,Roscommon,6,2016,12.0
F42,Roscommon,9,2016,13.0
F42,Roscommon,12,2016,9.0
F42,Roscommon,3,2017,5.0
F42,Roscommon,6,2017,10.0
F42,Roscommon,9,2017,13.0
F42,Roscommon,12,2017,13.0
F42,Roscommon,3,2018,9.0
F42,Roscommon,6,2018,14.0
F42,Roscommon,9,2018,14.0
F42,Roscommon,12,2018,21.0
F42,Roscommon,3,2019,11.0
F42,Roscommon,6,2019,11.0
F42,Roscommon,9,2019,14.0
F42,Roscommon,12,2019,20.0
F42,Roscommon,3,2020,8.0
F42,Roscommon,6,2020,8.0
F42,Roscommon,9,2020,16.0
F42,Roscommon,12,2020,29.0
F42,Roscommon,3,2021,38.0
F42,Roscommon,6,2021,39.0
F42,Roscommon,9,2021,14.0
F42,Roscommon,12,2021,20.0
F42,Roscommon,3,2022,9.0
F42,Roscommon,6,2022,12.0
F42,Roscommon,9,2022,7.0
F42,Roscommon,12,2022,17.0
F42,Roscommon,3,2023,9.0
F42,Roscommon,6,2023,15.0
F42,Roscommon,9,2023,14.0
F42,Roscommon,12,2023,20.0
F42,Roscommon,3,2024,17.0
F42,Roscommon,6,2024,15.0
F45,Castlerea,3,2012,6.0
F45,Castlerea,6,2012,11.0
F45,Castlerea,9,2012,8.0
F45,Castlerea,12,2012,5.0
F45,Castlerea,3,2013,4.0
F45,Castlerea,6,2013,8.0
F45,Castlerea,9,2013,6.0
F45,Castlerea,12,2013,11.0
F45,Castlerea,3,2014,6.0
F45,Castlerea,6,2014,3.0
F45,Castlerea,9,2014,5.0
F45,Castlerea,12,2014,9.0
F45,Castlerea,3,2015,5.0
F45,Castlerea,6,2015,9.0
F45,Castlerea,9,2015,15.0
F45,Castlerea,12,2015,5.0
F45,Castlerea,3,2016,6.0
F45,Castlerea,6,2016,6.0
F45,Castlerea,9,2016,8.0
F45,Castlerea,12,2016,4.0
F45,Castlerea,3,2017,6.0
F45,Castlerea,6,2017,4.0
F45,Castlerea,9,2017,7.0
F45,Castlerea,12,2017,18.0
F45,Castlerea,3,2018,21.0
F45,Castlerea,6,2018,11.0
F45,Castlerea,9,2018,9.0
F45,Castlerea,12,2018,11.0
F45,Castlerea,3,2019,10.0
F45,Castlerea,6,2019,16.0
F45,Castlerea,9,2019,12.0
F45,Castlerea,12,2019,17.0
F45,Castlerea,3,2020,5.0
F45,Castlerea,6,2020,10.0
F45,Castlerea,9,2020,14.0
F45,Castlerea,12,2020,17.0
F45,Castlerea,3,2021,12.0
F45,Castlerea,6,2021,13.0
F45,Castlerea,9,2021,12.0
F45,Castlerea,12,2021,10.0
F45,Castlerea,3,2022,11.0
F45,Castlerea,6,2022,13.0
F45,Castlerea,9,2022,20.0
F45,Castlerea,12,2022,13.0
F45,Castlerea,3,2023,12.0
F45,Castlerea,6,2023,20.0
F45,Castlerea,9,2023,21.0
F45,Castlerea,12,2023,24.0
F45,Castlerea,3,2024,21.0
F45,Castlerea,6,2024,9.0
F52,Boyle,3,2012,8.0
F52,Boyle,6,2012,5.0
F52,Boyle,9,2012,4.0
F52,Boyle,12,2012,2.0
F52,Boyle,3,2013,3.0
F52,Boyle,6,2013,5.0
F52,Boyle,9,2013,2.0
F52,Boyle,12,2013,2.0
F52,Boyle,3,2014,0.0
F52,Boyle,6,2014,2.0
F52,Boyle,9,2014,0.0
F52,Boyle,12,2014,4.0
F52,Boyle,3,2015,2.0
F52,Boyle,6,2015,5.0
F52,Boyle,9,2015,1.0
F52,Boyle,12,2015,0.0
F52,Boyle,3,2016,2.0
F52,Boyle,6,2016,9.0
F52,Boyle,9,2016,4.0
F52,Boyle,12,2016,4.0
F52,Boyle,3,2017,3.0
F52,Boyle,6,2017,4.0
F52,Boyle,9,2017,9.0
F52,Boyle,12,2017,6.0
F52,Boyle,3,2018,2.0
F52,Boyle,6,2018,2.0
F52,Boyle,9,2018,8.0
F52,Boyle,12,2018,7.0
F52,Boyle,3,2019,4.0
F52,Boyle,6,2019,5.0
F52,Boyle,9,2019,4.0
F52,Boyle,12,2019,4.0
F52,Boyle,3,2020,7.0
F52,Boyle,6,2020,1.0
F52,Boyle,9,2020,8.0
F52,Boyle,12,2020,5.0
F52,Boyle,3,2021,6.0
F52,Boyle,6,2021,3.0
F52,Boyle,9,2021,4.0
F52,Boyle,12,2021,3.0
F52,Boyle,3,2022,5.0
F52,Boyle,6,2022,3.0
F52,Boyle,9,2022,8.0
F52,Boyle,12,2022,10.0
F52,Boyle,3,2023,8.0
F52,Boyle,6,2023,12.0
F52,Boyle,9,2023,6.0
F52,Boyle,12,2023,7.0
F52,Boyle,3,2024,9.0
F52,Boyle,6,2024,1.0
F56,Ballymote,3,2012,6.0
F56,Ballymote,6,2012,1.0
F56,Ballymote,9,2012,2.0
F56,Ballymote,12,2012,3.0
F56,Ballymote,3,2013,7.0
F56,Ballymote,6,2013,2.0
F56,Ballymote,9,2013,2.0
F56,Ballymote,12,2013,7.0
F56,Ballymote,3,2014,2.0
F56,Ballymote,6,2014,2.0
F56,Ballymote,9,2014,1.0
F56,Ballymote,12,2014,0.0
F56,Ballymote,3,2015,5.0
F56,Ballymote,6,2015,1.0
F56,Ballymote,9,2015,4.0
F56,Ballymote,12,2015,1.0
F56,Ballymote,3,2016,2.0
F56,Ballymote,6,2016,5.0
F56,Ballymote,9,2016,1.0
F56,Ballymote,12,2016,5.0
F56,Ballymote,3,2017,0.0
F56,Ballymote,6,2017,5.0
F56,Ballymote,9,2017,6.0
F56,Ballymote,12,2017,7.0
F56,Ballymote,3,2018,2.0
F56,Ballymote,6,2018,6.0
F56,Ballymote,9,2018,0.0
F56,Ballymote,12,2018,9.0
F56,Ballymote,3,2019,2.0
F56,Ballymote,6,2019,3.0
F56,Ballymote,9,2019,5.0
F56,Ballymote,12,2019,2.0
F56,Ballymote,3,2020,17.0
F56,Ballymote,6,2020,1.0
F56,Ballymote,9,2020,6.0
F56,Ballymote,12,2020,2.0
F56,Ballymote,3,2021,5.0
F56,Ballymote,6,2021,2.0
F56,Ballymote,9,2021,8.0
F56,Ballymote,12,2021,7.0
F56,Ballymote,3,2022,8.0
F56,Ballymote,6,2022,5.0
F56,Ballymote,9,2022,12.0
F56,Ballymote,12,2022,14.0
F56,Ballymote,3,2023,5.0
F56,Ballymote,6,2023,7.0
F56,Ballymote,9,2023,9.0
F56,Ballymote,12,2023,7.0
F56,Ballymote,3,2024,3.0
F56,Ballymote,6,2024,5.0
F91,Sligo,3,2012,58.0
F91,Sligo,6,2012,60.0
F91,Sligo,9,2012,16.0
F91,Sligo,12,2012,9.0
F91,Sligo,3,2013,26.0
F91,Sligo,6,2013,14.0
F91,Sligo,9,2013,18.0
F91,Sligo,12,2013,14.0
F91,Sligo,3,2014,5.0
F91,Sligo,6,2014,18.0
F91,Sligo,9,2014,12.0
F91,Sligo,12,2014,17.0
F91,Sligo,3,2015,12.0
F91,Sligo,6,2015,7.0
F91,Sligo,9,2015,15.0
F91,Sligo,12,2015,24.0
F91,Sligo,3,2016,8.0
F91,Sligo,6,2016,9.0
F91,Sligo,9,2016,28.0
F91,Sligo,12,2016,20.0
F91,Sligo,3,2017,15.0
F91,Sligo,6,2017,16.0
F91,Sligo,9,2017,25.0
F91,Sligo,12,2017,42.0
F91,Sligo,3,2018,30.0
F91,Sligo,6,2018,35.0
F91,Sligo,9,2018,52.0
F91,Sligo,12,2018,47.0
F91,Sligo,3,2019,9.0
F91,Sligo,6,2019,36.0
F91,Sligo,9,2019,27.0
F91,Sligo,12,2019,23.0
F91,Sligo,3,2020,49.0
F91,Sligo,6,2020,7.0
F91,Sligo,9,2020,46.0
F91,Sligo,12,2020,40.0
F91,Sligo,3,2021,18.0
F91,Sligo,6,2021,21.0
F91,Sligo,9,2021,30.0
F91,Sligo,12,2021,38.0
F91,Sligo,3,2022,26.0
F91,Sligo,6,2022,41.0
F91,Sligo,9,2022,42.0
F91,Sligo,12,2022,55.0
F91,Sligo,3,2023,42.0
F91,Sligo,6,2023,76.0
F91,Sligo,9,2023,55.0
F91,Sligo,12,2023,75.0
F91,Sligo,3,2024,36.0
F91,Sligo,6,2024,48.0
F92,Letterkenny,3,2012,17.0
F92,Letterkenny,6,2012,24.0
F92,Letterkenny,9,2012,31.0
F92,Letterkenny,12,2012,32.0
F92,Letterkenny,3,2013,22.0
F92,Letterkenny,6,2013,21.0
F92,Letterkenny,9,2013,28.0
F92,Letterkenny,12,2013,30.0
F92,Letterkenny,3,2014,22.0
F92,Letterkenny,6,2014,22.0
F92,Letterkenny,9,2014,29.0
F92,Letterkenny,12,2014,26.0
F92,Letterkenny,3,2015,24.0
F92,Letterkenny,6,2015,34.0
F92,Letterkenny,9,2015,24.0
F92,Letterkenny,12,2015,26.0
F92,Letterkenny,3,2016,28.0
F92,Letterkenny,6,2016,40.0
F92,Letterkenny,9,2016,34.0
F92,Letterkenny,12,2016,30.0
F92,Letterkenny,3,2017,28.0
F92,Letterkenny,6,2017,40.0
F92,Letterkenny,9,2017,35.0
F92,Letterkenny,12,2017,38.0
F92,Letterkenny,3,2018,37.0
